B160519_V1_K1/frame116.jpg,1076,10,1107,66,yaya
B160519_V1_K1/frame120.jpg,1074,21,1105,78,yaya
B160519_V1_K1/frame120.jpg,1086,9,1106,64,yaya
B160519_V1_K1/frame124.jpg,1072,30,1096,88,yaya
B160519_V1_K1/frame124.jpg,1083,19,1099,67,yaya
B160519_V1_K1/frame128.jpg,1072,40,1093,104,yaya
B160519_V1_K1/frame128.jpg,1077,32,1096,76,yaya
B160519_V1_K1/frame132.jpg,1063,54,1091,117,yaya
B160519_V1_K1/frame132.jpg,1076,46,1095,90,yaya
B160519_V1_K1/frame136.jpg,1059,68,1087,129,yaya
B160519_V1_K1/frame136.jpg,1072,58,1090,107,yaya
B160519_V1_K1/frame140.jpg,1058,80,1086,141,yaya
B160519_V1_K1/frame140.jpg,1070,70,1087,119,yaya
B160519_V1_K1/frame144.jpg,1059,91,1079,152,yaya
B160519_V1_K1/frame144.jpg,1047,83,1079,136,yaya
B160519_V1_K1/frame148.jpg,1050,103,1074,165,yaya
B160519_V1_K1/frame148.jpg,1061,97,1079,153,yaya
B160519_V1_K1/frame152.jpg,1050,108,1078,166,yaya
B160519_V1_K1/frame152.jpg,1038,114,1069,178,yaya
B160519_V1_K1/frame156.jpg,1044,119,1072,177,yaya
B160519_V1_K1/frame156.jpg,1035,128,1067,191,yaya
B160519_V1_K1/frame160.jpg,1043,132,1063,191,yaya
B160519_V1_K1/frame160.jpg,1035,139,1063,202,yaya
B160519_V1_K1/frame164.jpg,1043,146,1059,198,yaya
B160519_V1_K1/frame164.jpg,1033,153,1055,216,yaya
B160519_V1_K1/frame168.jpg,1039,161,1058,213,yaya
B160519_V1_K1/frame168.jpg,1021,170,1049,231,yaya
B160519_V1_K1/frame172.jpg,1037,176,1056,228,yaya
B160519_V1_K1/frame172.jpg,1015,186,1050,247,yaya
B160519_V1_K1/frame176.jpg,1032,191,1051,243,yaya
B160519_V1_K1/frame176.jpg,1015,203,1046,261,yaya
B160519_V1_K1/frame180.jpg,1029,206,1048,259,yaya
B160519_V1_K1/frame180.jpg,1015,218,1037,275,yaya
B160519_V1_K1/frame184.jpg,1022,221,1044,273,yaya
B160519_V1_K1/frame184.jpg,1004,231,1031,289,yaya
B160519_V1_K1/frame188.jpg,1018,236,1045,288,yaya
B160519_V1_K1/frame188.jpg,990,249,1032,307,yaya
B160519_V1_K1/frame192.jpg,1013,252,1038,304,yaya
B160519_V1_K1/frame192.jpg,986,265,1031,323,yaya
B160519_V1_K1/frame196.jpg,1007,267,1025,320,yaya
B160519_V1_K1/frame196.jpg,987,281,1025,337,yaya
B160519_V1_K1/frame200.jpg,1006,287,1024,332,yaya
B160519_V1_K1/frame200.jpg,989,296,1014,355,yaya
B160519_V1_K1/frame204.jpg,1000,307,1025,348,yaya
B160519_V1_K1/frame204.jpg,985,315,1008,375,yaya
B160519_V1_K1/frame208.jpg,992,320,1016,361,yaya
B160519_V1_K1/frame208.jpg,974,332,1005,394,yaya
B160519_V1_K1/frame212.jpg,987,338,1011,390,yaya
B160519_V1_K1/frame212.jpg,973,349,1004,411,yaya
B160519_V1_K1/frame216.jpg,969,354,1004,406,yaya
B160519_V1_K1/frame216.jpg,969,367,1000,428,yaya
B160519_V1_K1/frame220.jpg,971,372,1006,423,yaya
B160519_V1_K1/frame220.jpg,972,388,992,445,yaya
B160519_V1_K1/frame224.jpg,971,388,999,437,yaya
B160519_V1_K1/frame224.jpg,959,407,988,461,yaya
B160519_V1_K1/frame228.jpg,961,408,989,457,yaya
B160519_V1_K1/frame228.jpg,946,425,986,476,yaya
B160519_V1_K1/frame232.jpg,954,425,981,469,yaya
B160519_V1_K1/frame232.jpg,941,445,987,497,yaya
B160519_V1_K1/frame236.jpg,944,446,978,486,yaya
B160519_V1_K1/frame236.jpg,940,460,980,512,yaya
B160519_V1_K1/frame240.jpg,943,466,978,506,yaya
B160519_V1_K1/frame240.jpg,937,482,965,531,yaya
B160519_V1_K1/frame244.jpg,937,488,967,533,yaya
B160519_V1_K1/frame244.jpg,926,503,958,553,yaya
B160519_V1_K1/frame248.jpg,930,505,966,552,yaya
B160519_V1_K1/frame248.jpg,914,525,959,574,yaya
B160519_V1_K1/frame252.jpg,931,527,967,575,yaya
B160519_V1_K1/frame252.jpg,912,549,957,593,yaya
B160519_V1_K1/frame256.jpg,927,548,963,595,yaya
B160519_V1_K1/frame256.jpg,913,569,944,613,yaya
B160519_V1_K1/frame260.jpg,918,570,948,617,yaya
B160519_V1_K1/frame260.jpg,906,595,932,636,yaya
B160519_V1_K1/frame264.jpg,912,593,942,635,yaya
B160519_V1_K1/frame264.jpg,890,619,929,660,yaya
B160519_V1_K1/frame268.jpg,904,615,941,657,yaya
B160519_V1_K1/frame268.jpg,883,646,930,687,yaya
B160519_V1_K1/frame272.jpg,905,641,941,684,yaya
B160519_V1_K1/frame272.jpg,877,670,926,710,yaya
B160519_V1_K1/frame276.jpg,899,666,929,708,yaya
B160519_V1_K1/frame276.jpg,881,696,913,733,yaya
B160519_V1_K1/frame280.jpg,894,688,924,730,yaya
